zipcode,area,area_short_name,tip,created_by,created_date,last_modified_by,last_modified_date
11205,Brooklyn,BK,$5.00,admin,"2021-03-26 17:57:06",admin,"2021-03-26 17:57:06"
11206,Brooklyn,BK,$5.00,admin,"2021-03-26 17:57:06",admin,"2021-03-26 17:57:06"
11207,Brooklyn,BK,$5.00,admin,"2021-03-26 17:57:06",admin,"2021-03-26 17:57:06"
11208,Brooklyn,BK,$5.00,admin,"2021-03-26 17:57:06",admin,"2021-03-26 17:57:06"
11209,Brooklyn,BK,$5.00,admin,"2021-03-26 17:57:06",admin,"2021-03-26 17:57:06"
11210,Brooklyn,BK,$5.00,admin,"2021-03-26 17:57:06",admin,"2021-03-26 17:57:06"
11211,Brooklyn,BK,$5.00,admin,"2021-03-26 17:57:06",admin,"2021-03-26 17:57:06"
11212,Brooklyn,BK,$5.00,admin,"2021-03-26 17:57:06",admin,"2021-03-26 17:57:06"
11213,Brooklyn,BK,$5.00,admin,"2021-03-26 17:57:06",admin,"2021-03-26 17:57:06"
11214,Brooklyn,BK,$5.00,admin,"2021-03-26 17:57:06",admin,"2021-03-26 17:57:06"
11215,Brooklyn,BK,$5.00,admin,"2021-03-26 17:57:07",admin,"2021-03-26 17:57:07"
11216,Brooklyn,BK,$5.00,admin,"2021-03-26 17:57:07",admin,"2021-03-26 17:57:07"
11217,Brooklyn,BK,$5.00,admin,"2021-03-26 17:57:07",admin,"2021-03-26 17:57:07"
11218,Brooklyn,BK,$5.00,admin,"2021-03-26 17:57:07",admin,"2021-03-26 17:57:07"
11219,Brooklyn,BK,$5.00,admin,"2021-03-26 17:57:07",admin,"2021-03-26 17:57:07"
11220,Brooklyn,BK,$5.00,admin,"2021-03-26 17:57:07",admin,"2021-03-26 17:57:07"
11221,Brooklyn,BK,$5.00,admin,"2021-03-26 17:57:07",admin,"2021-03-26 17:57:07"
11222,Brooklyn,BK,$5.00,admin,"2021-03-26 17:57:07",admin,"2021-03-26 17:57:07"
11223,Brooklyn,BK,$5.00,admin,"2021-03-26 17:57:07",admin,"2021-03-26 17:57:07"
11224,Brooklyn,BK,$5.00,admin,"2021-03-26 17:57:07",admin,"2021-03-26 17:57:07"
11225,Brooklyn,BK,$5.00,admin,"2021-03-26 17:57:07",admin,"2021-03-26 17:57:07"
11226,Brooklyn,BK,$5.00,admin,"2021-03-26 17:57:07",admin,"2021-03-26 17:57:07"
11228,Brooklyn,BK,$5.00,admin,"2021-03-26 17:57:07",admin,"2021-03-26 17:57:07"
11229,Brooklyn,BK,$5.00,admin,"2021-03-26 17:57:07",admin,"2021-03-26 17:57:07"
11230,Brooklyn,BK,$5.00,admin,"2021-03-26 17:57:07",admin,"2021-03-26 17:57:07"
11231,Brooklyn,BK,$5.00,admin,"2021-03-26 17:57:07",admin,"2021-03-26 17:57:07"
11232,Brooklyn,BK,$5.00,admin,"2021-03-26 17:57:07",admin,"2021-03-26 17:57:07"
11233,Brooklyn,BK,$5.00,admin,"2021-03-26 17:57:07",admin,"2021-03-26 17:57:07"
11234,Brooklyn,BK,$5.00,admin,"2021-03-26 17:57:07",admin,"2021-03-26 17:57:07"
11235,Brooklyn,BK,$5.00,admin,"2021-03-26 17:57:07",admin,"2021-03-26 17:57:07"
11236,Brooklyn,BK,$5.00,admin,"2021-03-26 17:57:07",admin,"2021-03-26 17:57:07"
11237,Brooklyn,BK,$5.00,admin,"2021-03-26 17:57:07",admin,"2021-03-26 17:57:07"
11238,Brooklyn,BK,$5.00,admin,"2021-03-26 17:57:07",admin,"2021-03-26 17:57:07"
11239,Brooklyn,BK,$5.00,admin,"2021-03-26 17:57:08",admin,"2021-03-26 17:57:08"
11241,Brooklyn,BK,$5.00,admin,"2021-03-26 17:57:08",admin,"2021-03-26 17:57:08"
11242,Brooklyn,BK,$5.00,admin,"2021-03-26 17:57:08",admin,"2021-03-26 17:57:08"
11243,Brooklyn,BK,$5.00,admin,"2021-03-26 17:57:08",admin,"2021-03-26 17:57:08"
11249,Brooklyn,BK,$5.00,admin,"2021-03-26 17:57:08",admin,"2021-03-26 17:57:08"
11252,Brooklyn,BK,$5.00,admin,"2021-03-26 17:57:08",admin,"2021-03-26 17:57:08"
11256,Brooklyn,BK,$5.00,admin,"2021-03-26 17:57:08",admin,"2021-03-26 17:57:08"
11351,Queens,Q,$5.00,admin,"2021-03-26 17:57:08",admin,"2021-03-26 17:57:08"
11354,Queens,Q,$5.00,admin,"2021-03-26 17:57:08",admin,"2021-03-26 17:57:08"
11355,Queens,Q,$5.00,admin,"2021-03-26 17:57:08",admin,"2021-03-26 17:57:08"
11356,Queens,Q,$5.00,admin,"2021-03-26 17:57:08",admin,"2021-03-26 17:57:08"
11357,Queens,Q,$5.00,admin,"2021-03-26 17:57:08",admin,"2021-03-26 17:57:08"
11358,Queens,Q,$5.00,admin,"2021-03-26 17:57:08",admin,"2021-03-26 17:57:08"
11359,Queens,Q,$5.00,admin,"2021-03-26 17:57:08",admin,"2021-03-26 17:57:08"
11360,Queens,Q,$5.00,admin,"2021-03-26 17:57:08",admin,"2021-03-26 17:57:08"
11361,Queens,Q,$5.00,admin,"2021-03-26 17:57:09",admin,"2021-03-26 17:57:09"
11362,Queens,Q,$5.00,admin,"2021-03-26 17:57:09",admin,"2021-03-26 17:57:09"
11363,Queens,Q,$5.00,admin,"2021-03-26 17:57:09",admin,"2021-03-26 17:57:09"
11364,Queens,Q,$5.00,admin,"2021-03-26 17:57:09",admin,"2021-03-26 17:57:09"
11365,Queens,Q,$5.00,admin,"2021-03-26 17:57:09",admin,"2021-03-26 17:57:09"
11366,Queens,Q,$5.00,admin,"2021-03-26 17:57:09",admin,"2021-03-26 17:57:09"
11367,Queens,Q,$5.00,admin,"2021-03-26 17:57:09",admin,"2021-03-26 17:57:09"
11368,Queens,Q,$5.00,admin,"2021-03-26 17:57:09",admin,"2021-03-26 17:57:09"
11369,Queens,Q,$5.00,admin,"2021-03-26 17:57:09",admin,"2021-03-26 17:57:09"
11370,Queens,Q,$5.00,admin,"2021-03-26 17:57:09",admin,"2021-03-26 17:57:09"
11371,Queens,Q,$5.00,admin,"2021-03-26 17:57:09",admin,"2021-03-26 17:57:09"
11372,Queens,Q,$5.00,admin,"2021-03-26 17:57:09",admin,"2021-03-26 17:57:09"
11373,Queens,Q,$5.00,admin,"2021-03-26 17:57:09",admin,"2021-03-26 17:57:09"
11374,Queens,Q,$5.00,admin,"2021-03-26 17:57:09",admin,"2021-03-26 17:57:09"
11375,Queens,Q,$5.00,admin,"2021-03-26 17:57:09",admin,"2021-03-26 17:57:09"
11377,Queens,Q,$5.00,admin,"2021-03-26 17:57:09",admin,"2021-03-26 17:57:09"
11378,Queens,Q,$5.00,admin,"2021-03-26 17:57:09",admin,"2021-03-26 17:57:09"
11379,Queens,Q,$5.00,admin,"2021-03-26 17:57:09",admin,"2021-03-26 17:57:09"
11385,Queens,Q,$5.00,admin,"2021-03-26 17:57:09",admin,"2021-03-26 17:57:09"
11411,Queens,Q,$5.00,admin,"2021-03-26 17:57:09",admin,"2021-03-26 17:57:09"
11412,Queens,Q,$5.00,admin,"2021-03-26 17:57:10",admin,"2021-03-26 17:57:10"
11413,Queens,Q,$5.00,admin,"2021-03-26 17:57:10",admin,"2021-03-26 17:57:10"
11414,Queens,Q,$5.00,admin,"2021-03-26 17:57:10",admin,"2021-03-26 17:57:10"
11415,Queens,Q,$5.00,admin,"2021-03-26 17:57:10",admin,"2021-03-26 17:57:10"
11416,Queens,Q,$5.00,admin,"2021-03-26 17:57:10",admin,"2021-03-26 17:57:10"
11417,Queens,Q,$5.00,admin,"2021-03-26 17:57:10",admin,"2021-03-26 17:57:10"
11418,Queens,Q,$5.00,admin,"2021-03-26 17:57:10",admin,"2021-03-26 17:57:10"
11419,Queens,Q,$5.00,admin,"2021-03-26 17:57:10",admin,"2021-03-26 17:57:10"
11420,Queens,Q,$5.00,admin,"2021-03-26 17:57:10",admin,"2021-03-26 17:57:10"
11421,Queens,Q,$5.00,admin,"2021-03-26 17:57:10",admin,"2021-03-26 17:57:10"
11422,Queens,Q,$5.00,admin,"2021-03-26 17:57:10",admin,"2021-03-26 17:57:10"
11423,Queens,Q,$5.00,admin,"2021-03-26 17:57:10",admin,"2021-03-26 17:57:10"
11426,Queens,Q,$5.00,admin,"2021-03-26 17:57:10",admin,"2021-03-26 17:57:10"
11427,Queens,Q,$5.00,admin,"2021-03-26 17:57:10",admin,"2021-03-26 17:57:10"
11428,Queens,Q,$5.00,admin,"2021-03-26 17:57:10",admin,"2021-03-26 17:57:10"
11429,Queens,Q,$5.00,admin,"2021-03-26 17:57:10",admin,"2021-03-26 17:57:10"
11430,Queens,Q,$5.00,admin,"2021-03-26 17:57:10",admin,"2021-03-26 17:57:10"
11432,Queens,Q,$5.00,admin,"2021-03-26 17:57:10",admin,"2021-03-26 17:57:10"
11433,Queens,Q,$5.00,admin,"2021-03-26 17:57:10",admin,"2021-03-26 17:57:10"
11434,Queens,Q,$5.00,admin,"2021-03-26 17:57:10",admin,"2021-03-26 17:57:10"
11435,Queens,Q,$5.00,admin,"2021-03-26 17:57:10",admin,"2021-03-26 17:57:10"
11436,Queens,Q,$5.00,admin,"2021-03-26 17:57:10",admin,"2021-03-26 17:57:10"
11691,Queens,Q,$5.00,admin,"2021-03-26 17:57:10",admin,"2021-03-26 17:57:10"
11692,Queens,Q,$5.00,admin,"2021-03-26 17:57:11",admin,"2021-03-26 17:57:11"
11693,Queens,Q,$5.00,admin,"2021-03-26 17:57:11",admin,"2021-03-26 17:57:11"
11694,Queens,Q,$5.00,admin,"2021-03-26 17:57:11",admin,"2021-03-26 17:57:11"
11697,Queens,Q,$5.00,admin,"2021-03-26 17:57:11",admin,"2021-03-26 17:57:11"
